#    L    TT             EE             TE             PP             TP          
  1354   0.745147E+03   0.267250E+02  -0.661971E+02   0.187406E+06   0.388577E+02
  1355   0.747011E+03   0.265306E+02  -0.664582E+02   0.187174E+06   0.389385E+02
  1356   0.748890E+03   0.263344E+02  -0.667035E+02   0.186943E+06   0.390171E+02
  1357   0.750784E+03   0.261364E+02  -0.669329E+02   0.186712E+06   0.390934E+02
  1358   0.752692E+03   0.259366E+02  -0.671463E+02   0.186482E+06   0.391675E+02
  1359   0.754608E+03   0.257351E+02  -0.673437E+02   0.186252E+06   0.392393E+02
  1360   0.756532E+03   0.255320E+02  -0.675249E+02   0.186023E+06   0.393088E+02
  1361   0.758463E+03   0.253274E+02  -0.676899E+02   0.185793E+06   0.393760E+02
  1362   0.760409E+03   0.251213E+02  -0.678387E+02   0.185565E+06   0.394408E+02
  1363   0.762355E+03   0.249138E+02  -0.679712E+02   0.185337E+06   0.395033E+02
  1364   0.764308E+03   0.247051E+02  -0.680874E+02   0.185109E+06   0.395634E+02
  1365   0.766269E+03   0.244951E+02  -0.681874E+02   0.184881E+06   0.396212E+02
  1366   0.768222E+03   0.242840E+02  -0.682710E+02   0.184655E+06   0.396765E+02
  1367   0.770183E+03   0.240719E+02  -0.683382E+02   0.184428E+06   0.397294E+02
  1368   0.772144E+03   0.238587E+02  -0.683892E+02   0.184202E+06   0.397798E+02
  1369   0.774098E+03   0.236448E+02  -0.684237E+02   0.183976E+06   0.398278E+02
  1370   0.776059E+03   0.234300E+02  -0.684421E+02   0.183751E+06   0.398733E+02
  1371   0.778005E+03   0.232145E+02  -0.684441E+02   0.183526E+06   0.399162E+02
  1372   0.779951E+03   0.229984E+02  -0.684299E+02   0.183302E+06   0.399567E+02
  1373   0.781890E+03   0.227818E+02  -0.683995E+02   0.183078E+06   0.399946E+02
  1374   0.783822E+03   0.225647E+02  -0.683530E+02   0.182854E+06   0.400299E+02
  1375   0.785738E+03   0.223472E+02  -0.682903E+02   0.182631E+06   0.400626E+02
  1376   0.787647E+03   0.221295E+02  -0.682116E+02   0.182408E+06   0.400928E+02
  1377   0.789549E+03   0.219115E+02  -0.681168E+02   0.182186E+06   0.401202E+02
  1378   0.791436E+03   0.216934E+02  -0.680061E+02   0.181964E+06   0.401451E+02
  1379   0.793308E+03   0.214752E+02  -0.678795E+02   0.181743E+06   0.401673E+02
  1380   0.795158E+03   0.212572E+02  -0.677370E+02   0.181522E+06   0.401868E+02
  1381   0.797001E+03   0.210391E+02  -0.675786E+02   0.181301E+06   0.402036E+02
  1382   0.798821E+03   0.208212E+02  -0.674045E+02   0.181081E+06   0.402176E+02
  1383   0.800619E+03   0.206036E+02  -0.672146E+02   0.180861E+06   0.402289E+02
  1384   0.802394E+03   0.203862E+02  -0.670091E+02   0.180641E+06   0.402375E+02
  1385   0.804155E+03   0.201693E+02  -0.667882E+02   0.180422E+06   0.402432E+02
  1386   0.805894E+03   0.199530E+02  -0.665520E+02   0.180204E+06   0.402462E+02
  1387   0.807603E+03   0.197372E+02  -0.663006E+02   0.179985E+06   0.402463E+02
  1388   0.809290E+03   0.195221E+02  -0.660343E+02   0.179767E+06   0.402436E+02
  1389   0.810947E+03   0.193077E+02  -0.657531E+02   0.179550E+06   0.402380E+02
  1390   0.812581E+03   0.190942E+02  -0.654572E+02   0.179333E+06   0.402296E+02
  1391   0.814186E+03   0.188816E+02  -0.651468E+02   0.179116E+06   0.402182E+02
  1392   0.815762E+03   0.186700E+02  -0.648219E+02   0.178900E+06   0.402039E+02
  1393   0.817315E+03   0.184595E+02  -0.644828E+02   0.178684E+06   0.401867E+02
  1394   0.818831E+03   0.182501E+02  -0.641294E+02   0.178469E+06   0.401665E+02
  1395   0.820309E+03   0.180419E+02  -0.637621E+02   0.178254E+06   0.401434E+02
  1396   0.821759E+03   0.178350E+02  -0.633809E+02   0.178039E+06   0.401172E+02
  1397   0.823178E+03   0.176294E+02  -0.629859E+02   0.177825E+06   0.400880E+02
  1398   0.824553E+03   0.174253E+02  -0.625773E+02   0.177611E+06   0.400558E+02
  1399   0.825898E+03   0.172226E+02  -0.621554E+02   0.177397E+06   0.400205E+02
  1400   0.827199E+03   0.170215E+02  -0.617203E+02   0.177184E+06   0.399821E+02
  1401   0.828470E+03   0.168220E+02  -0.612723E+02   0.176971E+06   0.399407E+02
  1402   0.829696E+03   0.166243E+02  -0.608115E+02   0.176759E+06   0.398962E+02
  1403   0.830885E+03   0.164282E+02  -0.603382E+02   0.176547E+06   0.398489E+02
  1404   0.832038E+03   0.162340E+02  -0.598525E+02   0.176335E+06   0.397987E+02
  1405   0.833145E+03   0.160417E+02  -0.593547E+02   0.176124E+06   0.397459E+02
  1406   0.834208E+03   0.158515E+02  -0.588448E+02   0.175913E+06   0.396904E+02
  1407   0.835227E+03   0.156631E+02  -0.583234E+02   0.175703E+06   0.396325E+02
  1408   0.836208E+03   0.154769E+02  -0.577903E+02   0.175492E+06   0.395722E+02
  1409   0.837138E+03   0.152928E+02  -0.572459E+02   0.175283E+06   0.395096E+02
  1410   0.838030E+03   0.151109E+02  -0.566905E+02   0.175073E+06   0.394447E+02
  1411   0.838870E+03   0.149313E+02  -0.561241E+02   0.174864E+06   0.393778E+02
  1412   0.839666E+03   0.147540E+02  -0.555472E+02   0.174656E+06   0.393089E+02
  1413   0.840410E+03   0.145791E+02  -0.549598E+02   0.174448E+06   0.392381E+02
  1414   0.841109E+03   0.144066E+02  -0.543625E+02   0.174240E+06   0.391655E+02
  1415   0.841756E+03   0.142366E+02  -0.537552E+02   0.174032E+06   0.390913E+02
  1416   0.842359E+03   0.140692E+02  -0.531385E+02   0.173825E+06   0.390154E+02
  1417   0.842909E+03   0.139044E+02  -0.525124E+02   0.173618E+06   0.389380E+02
  1418   0.843416E+03   0.137422E+02  -0.518775E+02   0.173412E+06   0.388593E+02
  1419   0.843870E+03   0.135829E+02  -0.512337E+02   0.173206E+06   0.387793E+02
  1420   0.844272E+03   0.134262E+02  -0.505815E+02   0.173000E+06   0.386980E+02
  1421   0.844622E+03   0.132724E+02  -0.499211E+02   0.172795E+06   0.386157E+02
  1422   0.844920E+03   0.131215E+02  -0.492527E+02   0.172590E+06   0.385324E+02
  1423   0.845174E+03   0.129733E+02  -0.485766E+02   0.172386E+06   0.384482E+02
  1424   0.845368E+03   0.128283E+02  -0.478931E+02   0.172181E+06   0.383633E+02
  1425   0.845510E+03   0.126862E+02  -0.472024E+02   0.171978E+06   0.382776E+02
  1426   0.845600E+03   0.125471E+02  -0.465048E+02   0.171774E+06   0.381914E+02
  1427   0.845631E+03   0.124111E+02  -0.458006E+02   0.171571E+06   0.381047E+02
  1428   0.845610E+03   0.122783E+02  -0.450899E+02   0.171368E+06   0.380176E+02
  1429   0.845537E+03   0.121485E+02  -0.443734E+02   0.171166E+06   0.379302E+02
  1430   0.845412E+03   0.120219E+02  -0.436509E+02   0.170964E+06   0.378426E+02
  1431   0.845227E+03   0.118986E+02  -0.429230E+02   0.170762E+06   0.377550E+02
  1432   0.844991E+03   0.117786E+02  -0.421899E+02   0.170561E+06   0.376673E+02
  1433   0.844695E+03   0.116618E+02  -0.414518E+02   0.170360E+06   0.375798E+02
  1434   0.844347E+03   0.115483E+02  -0.407090E+02   0.170159E+06   0.374925E+02
  1435   0.843939E+03   0.114382E+02  -0.399620E+02   0.169959E+06   0.374056E+02
  1436   0.843480E+03   0.113315E+02  -0.392108E+02   0.169759E+06   0.373190E+02
  1437   0.842961E+03   0.112281E+02  -0.384559E+02   0.169560E+06   0.372330E+02
  1438   0.842383E+03   0.111281E+02  -0.376974E+02   0.169360E+06   0.371476E+02
  1439   0.841753E+03   0.110317E+02  -0.369359E+02   0.169161E+06   0.370629E+02
  1440   0.841071E+03   0.109387E+02  -0.361713E+02   0.168963E+06   0.369790E+02
  1441   0.840329E+03   0.108492E+02  -0.354041E+02   0.168765E+06   0.368961E+02
  1442   0.839528E+03   0.107632E+02  -0.346346E+02   0.168567E+06   0.368142E+02
  1443   0.838667E+03   0.106806E+02  -0.338629E+02   0.168369E+06   0.367334E+02
  1444   0.837755E+03   0.106017E+02  -0.330896E+02   0.168172E+06   0.366539E+02
  1445   0.836783E+03   0.105263E+02  -0.323147E+02   0.167976E+06   0.365757E+02
  1446   0.835752E+03   0.104544E+02  -0.315385E+02   0.167779E+06   0.364989E+02
  1447   0.834668E+03   0.103861E+02  -0.307614E+02   0.167583E+06   0.364236E+02
  1448   0.833526E+03   0.103214E+02  -0.299837E+02   0.167387E+06   0.363500E+02
  1449   0.832324E+03   0.102604E+02  -0.292057E+02   0.167192E+06   0.362780E+02
  1450   0.831069E+03   0.102029E+02  -0.284276E+02   0.166997E+06   0.362080E+02
  1451   0.829763E+03   0.101490E+02  -0.276498E+02   0.166802E+06   0.361398E+02
  1452   0.828398E+03   0.100987E+02  -0.268726E+02   0.166608E+06   0.360734E+02
  1453   0.826973E+03   0.100520E+02  -0.260963E+02   0.166414E+06   0.360087E+02
  1454   0.825496E+03   0.100090E+02  -0.253211E+02   0.166220E+06   0.359456E+02
  1455   0.823967E+03   0.996957E+01  -0.245474E+02   0.166026E+06   0.358840E+02
  1456   0.822386E+03   0.993376E+01  -0.237753E+02   0.165833E+06   0.358236E+02
  1457   0.820753E+03   0.990158E+01  -0.230052E+02   0.165641E+06   0.357645E+02
  1458   0.819060E+03   0.987290E+01  -0.222373E+02   0.165448E+06   0.357065E+02
  1459   0.817316E+03   0.984786E+01  -0.214719E+02   0.165256E+06   0.356495E+02
  1460   0.815519E+03   0.982646E+01  -0.207092E+02   0.165064E+06   0.355933E+02
  1461   0.813671E+03   0.980854E+01  -0.199496E+02   0.164873E+06   0.355378E+02
  1462   0.811771E+03   0.979420E+01  -0.191932E+02   0.164682E+06   0.354830E+02
  1463   0.809818E+03   0.978342E+01  -0.184405E+02   0.164491E+06   0.354286E+02
  1464   0.807814E+03   0.977613E+01  -0.176915E+02   0.164301E+06   0.353747E+02
  1465   0.805757E+03   0.977241E+01  -0.169465E+02   0.164111E+06   0.353210E+02
  1466   0.803656E+03   0.977218E+01  -0.162060E+02   0.163921E+06   0.352674E+02
  1467   0.801503E+03   0.977536E+01  -0.154700E+02   0.163732E+06   0.352139E+02
  1468   0.799306E+03   0.978212E+01  -0.147389E+02   0.163542E+06   0.351602E+02
  1469   0.797056E+03   0.979221E+01  -0.140129E+02   0.163354E+06   0.351063E+02
  1470   0.794755E+03   0.980580E+01  -0.132922E+02   0.163165E+06   0.350521E+02
  1471   0.792416E+03   0.982273E+01  -0.125771E+02   0.162977E+06   0.349974E+02
  1472   0.790025E+03   0.984308E+01  -0.118678E+02   0.162789E+06   0.349422E+02
  1473   0.787582E+03   0.986669E+01  -0.111646E+02   0.162602E+06   0.348862E+02
  1474   0.785102E+03   0.989373E+01  -0.104677E+02   0.162415E+06   0.348295E+02
  1475   0.782570E+03   0.992395E+01  -0.977739E+01   0.162228E+06   0.347718E+02
  1476   0.780001E+03   0.995753E+01  -0.909378E+01   0.162041E+06   0.347130E+02
  1477   0.777388E+03   0.999429E+01  -0.841722E+01   0.161855E+06   0.346531E+02
  1478   0.774729E+03   0.100342E+02  -0.774786E+01   0.161669E+06   0.345918E+02
  1479   0.772034E+03   0.100773E+02  -0.708591E+01   0.161484E+06   0.345292E+02
  1480   0.769294E+03   0.101235E+02  -0.643163E+01   0.161298E+06   0.344650E+02
  1481   0.766517E+03   0.101729E+02  -0.578522E+01   0.161113E+06   0.343991E+02
  1482   0.763695E+03   0.102253E+02  -0.514688E+01   0.160929E+06   0.343315E+02
  1483   0.760836E+03   0.102807E+02  -0.451680E+01   0.160744E+06   0.342620E+02
  1484   0.757948E+03   0.103391E+02  -0.389519E+01   0.160560E+06   0.341905E+02
  1485   0.755014E+03   0.104005E+02  -0.328223E+01   0.160377E+06   0.341168E+02
  1486   0.752051E+03   0.104647E+02  -0.267810E+01   0.160193E+06   0.340409E+02
  1487   0.749044E+03   0.105317E+02  -0.208303E+01   0.160010E+06   0.339626E+02
  1488   0.746007E+03   0.106016E+02  -0.149718E+01   0.159828E+06   0.338818E+02
  1489   0.742940E+03   0.106743E+02  -0.920739E+00   0.159645E+06   0.337984E+02
  1490   0.739832E+03   0.107497E+02  -0.353870E+00   0.159463E+06   0.337123E+02
  1491   0.736694E+03   0.108277E+02   0.203259E+00   0.159281E+06   0.336233E+02
  1492   0.733525E+03   0.109084E+02   0.750478E+00   0.159100E+06   0.335314E+02
  1493   0.730326E+03   0.109917E+02   0.128761E+01   0.158918E+06   0.334364E+02
  1494   0.727096E+03   0.110774E+02   0.181450E+01   0.158738E+06   0.333381E+02
  1495   0.723838E+03   0.111657E+02   0.233097E+01   0.158557E+06   0.332365E+02
  1496   0.720551E+03   0.112564E+02   0.283688E+01   0.158377E+06   0.331315E+02
  1497   0.717237E+03   0.113494E+02   0.333212E+01   0.158197E+06   0.330229E+02
  1498   0.713896E+03   0.114448E+02   0.381655E+01   0.158017E+06   0.329107E+02
  1499   0.710530E+03   0.115424E+02   0.429005E+01   0.157838E+06   0.327946E+02
  1500   0.707140E+03   0.116423E+02   0.475246E+01   0.157659E+06   0.326746E+02
  1501   0.703726E+03   0.117443E+02   0.520368E+01   0.157480E+06   0.325505E+02
  1502   0.700290E+03   0.118484E+02   0.564357E+01   0.157301E+06   0.324226E+02
  1503   0.696832E+03   0.119546E+02   0.607202E+01   0.157123E+06   0.322907E+02
  1504   0.693353E+03   0.120627E+02   0.648894E+01   0.156945E+06   0.321550E+02
  1505   0.689855E+03   0.121728E+02   0.689423E+01   0.156768E+06   0.320157E+02
  1506   0.686337E+03   0.122847E+02   0.728777E+01   0.156590E+06   0.318727E+02
  1507   0.682801E+03   0.123984E+02   0.766947E+01   0.156413E+06   0.317261E+02
  1508   0.679248E+03   0.125140E+02   0.803920E+01   0.156237E+06   0.315761E+02
  1509   0.675678E+03   0.126312E+02   0.839698E+01   0.156060E+06   0.314227E+02
  1510   0.672093E+03   0.127500E+02   0.874257E+01   0.155884E+06   0.312660E+02
  1511   0.668493E+03   0.128703E+02   0.907606E+01   0.155708E+06   0.311060E+02
  1512   0.664881E+03   0.129923E+02   0.939737E+01   0.155533E+06   0.309430E+02
  1513   0.661256E+03   0.131156E+02   0.970650E+01   0.155358E+06   0.307769E+02
  1514   0.657621E+03   0.132403E+02   0.100033E+02   0.155183E+06   0.306078E+02
  1515   0.653977E+03   0.133664E+02   0.102878E+02   0.155008E+06   0.304358E+02
  1516   0.650324E+03   0.134938E+02   0.105600E+02   0.154834E+06   0.302610E+02
  1517   0.646664E+03   0.136223E+02   0.108197E+02   0.154660E+06   0.300835E+02
  1518   0.642998E+03   0.137520E+02   0.110670E+02   0.154486E+06   0.299034E+02
  1519   0.639325E+03   0.138828E+02   0.113020E+02   0.154313E+06   0.297207E+02
  1520   0.635648E+03   0.140145E+02   0.115243E+02   0.154139E+06   0.295356E+02
  1521   0.631968E+03   0.141472E+02   0.117342E+02   0.153967E+06   0.293480E+02
  1522   0.628284E+03   0.142809E+02   0.119317E+02   0.153794E+06   0.291582E+02
  1523   0.624598E+03   0.144153E+02   0.121164E+02   0.153622E+06   0.289661E+02
  1524   0.620912E+03   0.145505E+02   0.122887E+02   0.153450E+06   0.287719E+02
  1525   0.617225E+03   0.146864E+02   0.124484E+02   0.153278E+06   0.285756E+02
  1526   0.613540E+03   0.148229E+02   0.125955E+02   0.153106E+06   0.283773E+02
  1527   0.609857E+03   0.149600E+02   0.127301E+02   0.152935E+06   0.281772E+02
  1528   0.606176E+03   0.150975E+02   0.128522E+02   0.152764E+06   0.279752E+02
  1529   0.602500E+03   0.152355E+02   0.129619E+02   0.152594E+06   0.277715E+02
  1530   0.598828E+03   0.153739E+02   0.130591E+02   0.152424E+06   0.275662E+02
  1531   0.595162E+03   0.155126E+02   0.131437E+02   0.152254E+06   0.273593E+02
  1532   0.591502E+03   0.156516E+02   0.132160E+02   0.152084E+06   0.271509E+02
  1533   0.587850E+03   0.157906E+02   0.132758E+02   0.151914E+06   0.269412E+02
  1534   0.584206E+03   0.159298E+02   0.133233E+02   0.151745E+06   0.267301E+02
  1535   0.580572E+03   0.160691E+02   0.133585E+02   0.151576E+06   0.265178E+02
  1536   0.576947E+03   0.162083E+02   0.133814E+02   0.151408E+06   0.263043E+02
  1537   0.573332E+03   0.163473E+02   0.133920E+02   0.151239E+06   0.260898E+02
  1538   0.569730E+03   0.164863E+02   0.133904E+02   0.151071E+06   0.258743E+02
  1539   0.566141E+03   0.166250E+02   0.133767E+02   0.150903E+06   0.256579E+02
  1540   0.562564E+03   0.167634E+02   0.133510E+02   0.150736E+06   0.254407E+02
  1541   0.559002E+03   0.169015E+02   0.133134E+02   0.150569E+06   0.252228E+02
  1542   0.555457E+03   0.170392E+02   0.132639E+02   0.150402E+06   0.250042E+02
  1543   0.551926E+03   0.171764E+02   0.132025E+02   0.150235E+06   0.247850E+02
  1544   0.548414E+03   0.173132E+02   0.131296E+02   0.150069E+06   0.245653E+02
  1545   0.544919E+03   0.174493E+02   0.130450E+02   0.149903E+06   0.243453E+02
  1546   0.541443E+03   0.175847E+02   0.129489E+02   0.149737E+06   0.241249E+02
  1547   0.537987E+03   0.177195E+02   0.128414E+02   0.149571E+06   0.239043E+02
  1548   0.534550E+03   0.178535E+02   0.127226E+02   0.149406E+06   0.236835E+02
  1549   0.531135E+03   0.179866E+02   0.125925E+02   0.149241E+06   0.234627E+02
  1550   0.527741E+03   0.181188E+02   0.124514E+02   0.149076E+06   0.232419E+02
  1551   0.524370E+03   0.182501E+02   0.122992E+02   0.148911E+06   0.230212E+02
  1552   0.521021E+03   0.183803E+02   0.121361E+02   0.148747E+06   0.228006E+02
  1553   0.517698E+03   0.185095E+02   0.119623E+02   0.148583E+06   0.225801E+02
  1554   0.514397E+03   0.186376E+02   0.117778E+02   0.148420E+06   0.223599E+02
  1555   0.511123E+03   0.187644E+02   0.115828E+02   0.148256E+06   0.221398E+02
  1556   0.507874E+03   0.188901E+02   0.113775E+02   0.148093E+06   0.219201E+02
  1557   0.504652E+03   0.190144E+02   0.111619E+02   0.147930E+06   0.217006E+02
  1558   0.501457E+03   0.191374E+02   0.109363E+02   0.147767E+06   0.214814E+02
  1559   0.498290E+03   0.192590E+02   0.107007E+02   0.147605E+06   0.212626E+02
  1560   0.495152E+03   0.193791E+02   0.104553E+02   0.147443E+06   0.210442E+02
  1561   0.492043E+03   0.194978E+02   0.102004E+02   0.147281E+06   0.208263E+02
  1562   0.488964E+03   0.196149E+02   0.993595E+01   0.147120E+06   0.206087E+02
  1563   0.485915E+03   0.197304E+02   0.966223E+01   0.146958E+06   0.203917E+02
  1564   0.482898E+03   0.198443E+02   0.937936E+01   0.146797E+06   0.201752E+02
  1565   0.479912E+03   0.199565E+02   0.908758E+01   0.146637E+06   0.199592E+02
  1566   0.476958E+03   0.200669E+02   0.878695E+01   0.146476E+06   0.197439E+02
  1567   0.474037E+03   0.201756E+02   0.847770E+01   0.146316E+06   0.195291E+02
  1568   0.471149E+03   0.202825E+02   0.815991E+01   0.146156E+06   0.193150E+02
  1569   0.468295E+03   0.203874E+02   0.783387E+01   0.145996E+06   0.191016E+02
  1570   0.465474E+03   0.204905E+02   0.749973E+01   0.145837E+06   0.188889E+02
  1571   0.462690E+03   0.205914E+02   0.715760E+01   0.145677E+06   0.186770E+02
  1572   0.459939E+03   0.206905E+02   0.680767E+01   0.145518E+06   0.184658E+02
  1573   0.457224E+03   0.207875E+02   0.645014E+01   0.145360E+06   0.182555E+02
  1574   0.454545E+03   0.208823E+02   0.608523E+01   0.145201E+06   0.180460E+02
  1575   0.451903E+03   0.209750E+02   0.571314E+01   0.145043E+06   0.178374E+02
  1576   0.449297E+03   0.210656E+02   0.533408E+01   0.144885E+06   0.176297E+02
  1577   0.446730E+03   0.211540E+02   0.494825E+01   0.144728E+06   0.174229E+02
  1578   0.444199E+03   0.212402E+02   0.455587E+01   0.144570E+06   0.172172E+02
  1579   0.441708E+03   0.213241E+02   0.415712E+01   0.144413E+06   0.170124E+02
  1580   0.439254E+03   0.214057E+02   0.375221E+01   0.144256E+06   0.168087E+02
  1581   0.436840E+03   0.214850E+02   0.334134E+01   0.144099E+06   0.166061E+02
  1582   0.434465E+03   0.215621E+02   0.292468E+01   0.143943E+06   0.164046E+02
  1583   0.432130E+03   0.216366E+02   0.250244E+01   0.143787E+06   0.162042E+02
  1584   0.429834E+03   0.217088E+02   0.207481E+01   0.143631E+06   0.160050E+02
  1585   0.427577E+03   0.217784E+02   0.164198E+01   0.143475E+06   0.158070E+02
  1586   0.425361E+03   0.218456E+02   0.120413E+01   0.143320E+06   0.156103E+02
  1587   0.423185E+03   0.219103E+02   0.761492E+00   0.143165E+06   0.154148E+02
  1588   0.421050E+03   0.219724E+02   0.314258E+00   0.143010E+06   0.152207E+02
  1589   0.418955E+03   0.220320E+02  -0.137365E+00   0.142855E+06   0.150279E+02
  1590   0.416901E+03   0.220889E+02  -0.593167E+00   0.142701E+06   0.148364E+02
  1591   0.414888E+03   0.221433E+02  -0.105294E+01   0.142547E+06   0.146464E+02
  1592   0.412916E+03   0.221950E+02  -0.151647E+01   0.142393E+06   0.144578E+02
  1593   0.410985E+03   0.222440E+02  -0.198357E+01   0.142239E+06   0.142707E+02
  1594   0.409096E+03   0.222903E+02  -0.245400E+01   0.142086E+06   0.140851E+02
  1595   0.407249E+03   0.223339E+02  -0.292757E+01   0.141933E+06   0.139010E+02
  1596   0.405442E+03   0.223749E+02  -0.340405E+01   0.141780E+06   0.137186E+02
  1597   0.403678E+03   0.224130E+02  -0.388325E+01   0.141627E+06   0.135377E+02
  1598   0.401955E+03   0.224485E+02  -0.436493E+01   0.141475E+06   0.133584E+02
  1599   0.400273E+03   0.224812E+02  -0.484890E+01   0.141323E+06   0.131808E+02
  1600   0.398634E+03   0.225110E+02  -0.533493E+01   0.141171E+06   0.130049E+02
  1601   0.397037E+03   0.225381E+02  -0.582284E+01   0.141019E+06   0.128308E+02
  1602   0.395480E+03   0.225624E+02  -0.631241E+01   0.140868E+06   0.126584E+02
  1603   0.393965E+03   0.225838E+02  -0.680345E+01   0.140717E+06   0.124878E+02
  1604   0.392492E+03   0.226025E+02  -0.729575E+01   0.140566E+06   0.123189E+02
  1605   0.391061E+03   0.226182E+02  -0.778913E+01   0.140415E+06   0.121519E+02
  1606   0.389670E+03   0.226311E+02  -0.828336E+01   0.140264E+06   0.119867E+02
  1607   0.388321E+03   0.226412E+02  -0.877819E+01   0.140114E+06   0.118233E+02
  1608   0.387013E+03   0.226483E+02  -0.927355E+01   0.139964E+06   0.116618E+02
  1609   0.385745E+03   0.226526E+02  -0.976906E+01   0.139814E+06   0.115021E+02
  1610   0.384519E+03   0.226540E+02  -0.102646E+02   0.139665E+06   0.113443E+02
  1611   0.383333E+03   0.226527E+02  -0.107599E+02   0.139516E+06   0.111885E+02
  1612   0.382188E+03   0.226484E+02  -0.112549E+02   0.139367E+06   0.110345E+02
  1613   0.381084E+03   0.226414E+02  -0.117491E+02   0.139218E+06   0.108825E+02
  1614   0.380019E+03   0.226316E+02  -0.122425E+02   0.139069E+06   0.107324E+02
  1615   0.378995E+03   0.226191E+02  -0.127349E+02   0.138921E+06   0.105844E+02
  1616   0.378010E+03   0.226037E+02  -0.132260E+02   0.138773E+06   0.104383E+02
  1617   0.377065E+03   0.225855E+02  -0.137157E+02   0.138625E+06   0.102942E+02
  1618   0.376160E+03   0.225646E+02  -0.142037E+02   0.138477E+06   0.101521E+02
  1619   0.375293E+03   0.225408E+02  -0.146900E+02   0.138330E+06   0.100120E+02
  1620   0.374464E+03   0.225144E+02  -0.151742E+02   0.138183E+06   0.987406E+01
  1621   0.373675E+03   0.224851E+02  -0.156563E+02   0.138036E+06   0.973815E+01
  1622   0.372923E+03   0.224531E+02  -0.161360E+02   0.137889E+06   0.960432E+01
  1623   0.372209E+03   0.224183E+02  -0.166131E+02   0.137743E+06   0.947261E+01
  1624   0.371532E+03   0.223808E+02  -0.170875E+02   0.137597E+06   0.934301E+01
  1625   0.370893E+03   0.223406E+02  -0.175589E+02   0.137451E+06   0.921555E+01
  1626   0.370290E+03   0.222978E+02  -0.180272E+02   0.137305E+06   0.909025E+01
  1627   0.369723E+03   0.222523E+02  -0.184922E+02   0.137160E+06   0.896711E+01
  1628   0.369193E+03   0.222042E+02  -0.189536E+02   0.137014E+06   0.884617E+01
  1629   0.368698E+03   0.221535E+02  -0.194115E+02   0.136869E+06   0.872743E+01
  1630   0.368238E+03   0.221001E+02  -0.198654E+02   0.136724E+06   0.861092E+01
  1631   0.367813E+03   0.220441E+02  -0.203154E+02   0.136580E+06   0.849664E+01
  1632   0.367422E+03   0.219856E+02  -0.207612E+02   0.136436E+06   0.838462E+01
  1633   0.367065E+03   0.219246E+02  -0.212027E+02   0.136291E+06   0.827487E+01
  1634   0.366742E+03   0.218610E+02  -0.216396E+02   0.136147E+06   0.816741E+01
  1635   0.366451E+03   0.217948E+02  -0.220719E+02   0.136004E+06   0.806226E+01
  1636   0.366193E+03   0.217262E+02  -0.224994E+02   0.135860E+06   0.795943E+01
  1637   0.365967E+03   0.216552E+02  -0.229219E+02   0.135717E+06   0.785894E+01
  1638   0.365772E+03   0.215816E+02  -0.233392E+02   0.135574E+06   0.776080E+01
  1639   0.365609E+03   0.215057E+02  -0.237513E+02   0.135431E+06   0.766504E+01
  1640   0.365476E+03   0.214275E+02  -0.241580E+02   0.135289E+06   0.757167E+01
  1641   0.365373E+03   0.213470E+02  -0.245591E+02   0.135147E+06   0.748071E+01
  1642   0.365299E+03   0.212641E+02  -0.249545E+02   0.135004E+06   0.739217E+01
  1643   0.365255E+03   0.211791E+02  -0.253440E+02   0.134863E+06   0.730607E+01
  1644   0.365239E+03   0.210918E+02  -0.257276E+02   0.134721E+06   0.722243E+01
  1645   0.365251E+03   0.210024E+02  -0.261050E+02   0.134580E+06   0.714126E+01
  1646   0.365291E+03   0.209107E+02  -0.264762E+02   0.134438E+06   0.706258E+01
  1647   0.365357E+03   0.208170E+02  -0.268411E+02   0.134297E+06   0.698641E+01
  1648   0.365449E+03   0.207212E+02  -0.271994E+02   0.134157E+06   0.691276E+01
  1649   0.365567E+03   0.206233E+02  -0.275511E+02   0.134016E+06   0.684166E+01
  1650   0.365710E+03   0.205233E+02  -0.278960E+02   0.133876E+06   0.677311E+01
  1651   0.365877E+03   0.204213E+02  -0.282341E+02   0.133736E+06   0.670713E+01
  1652   0.366069E+03   0.203175E+02  -0.285654E+02   0.133596E+06   0.664374E+01
  1653   0.366283E+03   0.202117E+02  -0.288895E+02   0.133456E+06   0.658295E+01
  1654   0.366521E+03   0.201039E+02  -0.292065E+02   0.133317E+06   0.652476E+01
  1655   0.366780E+03   0.199944E+02  -0.295162E+02   0.133178E+06   0.646919E+01
  1656   0.367060E+03   0.198831E+02  -0.298187E+02   0.133039E+06   0.641625E+01
  1657   0.367362E+03   0.197701E+02  -0.301137E+02   0.132900E+06   0.636594E+01
  1658   0.367684E+03   0.196553E+02  -0.304012E+02   0.132761E+06   0.631828E+01
  1659   0.368026E+03   0.195388E+02  -0.306811E+02   0.132623E+06   0.627327E+01
  1660   0.368386E+03   0.194208E+02  -0.309533E+02   0.132485E+06   0.623094E+01
  1661   0.368765E+03   0.193012E+02  -0.312178E+02   0.132347E+06   0.619129E+01
  1662   0.369161E+03   0.191801E+02  -0.314745E+02   0.132209E+06   0.615432E+01
  1663   0.369575E+03   0.190574E+02  -0.317233E+02   0.132072E+06   0.612005E+01
  1664   0.370006E+03   0.189334E+02  -0.319643E+02   0.131935E+06   0.608850E+01
  1665   0.370452E+03   0.188080E+02  -0.321971E+02   0.131798E+06   0.605966E+01
