#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   682   0.179446E+04  -0.695113E+02   0.966351E-05  -0.695113E+02   0.384656E+02  -0.122817E-05   0.966351E-05  -0.122817E-05   0.121099E-07
   683   0.179620E+04  -0.712621E+02   0.971027E-05  -0.712621E+02   0.385025E+02  -0.122868E-05   0.971027E-05  -0.122868E-05   0.120829E-07
   684   0.179813E+04  -0.730058E+02   0.975659E-05  -0.730058E+02   0.385331E+02  -0.122905E-05   0.975659E-05  -0.122905E-05   0.120560E-07
   685   0.180025E+04  -0.747415E+02   0.980248E-05  -0.747415E+02   0.385573E+02  -0.122928E-05   0.980248E-05  -0.122928E-05   0.120292E-07
   686   0.180256E+04  -0.764682E+02   0.984791E-05  -0.764682E+02   0.385751E+02  -0.122937E-05   0.984791E-05  -0.122937E-05   0.120025E-07
   687   0.180506E+04  -0.781859E+02   0.989288E-05  -0.781859E+02   0.385867E+02  -0.122932E-05   0.989288E-05  -0.122932E-05   0.119758E-07
   688   0.180776E+04  -0.798940E+02   0.993738E-05  -0.798940E+02   0.385919E+02  -0.122914E-05   0.993738E-05  -0.122914E-05   0.119493E-07
   689   0.181065E+04  -0.815909E+02   0.998140E-05  -0.815909E+02   0.385908E+02  -0.122881E-05   0.998140E-05  -0.122881E-05   0.119229E-07
   690   0.181373E+04  -0.832759E+02   0.100249E-04  -0.832759E+02   0.385836E+02  -0.122835E-05   0.100249E-04  -0.122835E-05   0.118965E-07
   691   0.181699E+04  -0.849491E+02   0.100680E-04  -0.849491E+02   0.385701E+02  -0.122775E-05   0.100680E-04  -0.122775E-05   0.118703E-07
   692   0.182044E+04  -0.866096E+02   0.101105E-04  -0.866096E+02   0.385503E+02  -0.122702E-05   0.101105E-04  -0.122702E-05   0.118441E-07
   693   0.182408E+04  -0.882568E+02   0.101526E-04  -0.882568E+02   0.385243E+02  -0.122615E-05   0.101526E-04  -0.122615E-05   0.118181E-07
   694   0.182789E+04  -0.898891E+02   0.101941E-04  -0.898891E+02   0.384922E+02  -0.122514E-05   0.101941E-04  -0.122514E-05   0.117921E-07
   695   0.183189E+04  -0.915065E+02   0.102351E-04  -0.915065E+02   0.384538E+02  -0.122399E-05   0.102351E-04  -0.122399E-05   0.117662E-07
   696   0.183605E+04  -0.931076E+02   0.102755E-04  -0.931076E+02   0.384090E+02  -0.122272E-05   0.102755E-04  -0.122272E-05   0.117404E-07
   697   0.184040E+04  -0.946923E+02   0.103154E-04  -0.946923E+02   0.383582E+02  -0.122130E-05   0.103154E-04  -0.122130E-05   0.117147E-07
   698   0.184491E+04  -0.962592E+02   0.103548E-04  -0.962592E+02   0.383012E+02  -0.121975E-05   0.103548E-04  -0.121975E-05   0.116891E-07
   699   0.184960E+04  -0.978083E+02   0.103936E-04  -0.978083E+02   0.382379E+02  -0.121807E-05   0.103936E-04  -0.121807E-05   0.116636E-07
   700   0.185445E+04  -0.993388E+02   0.104318E-04  -0.993388E+02   0.381686E+02  -0.121626E-05   0.104318E-04  -0.121626E-05   0.116382E-07
   701   0.185947E+04  -0.100850E+03   0.104694E-04  -0.100850E+03   0.380932E+02  -0.121431E-05   0.104694E-04  -0.121431E-05   0.116128E-07
   702   0.186464E+04  -0.102341E+03   0.105065E-04  -0.102341E+03   0.380117E+02  -0.121223E-05   0.105065E-04  -0.121223E-05   0.115876E-07
   703   0.186998E+04  -0.103812E+03   0.105430E-04  -0.103812E+03   0.379243E+02  -0.121002E-05   0.105430E-04  -0.121002E-05   0.115624E-07
   704   0.187548E+04  -0.105261E+03   0.105789E-04  -0.105261E+03   0.378309E+02  -0.120768E-05   0.105789E-04  -0.120768E-05   0.115373E-07
   705   0.188112E+04  -0.106688E+03   0.106142E-04  -0.106688E+03   0.377315E+02  -0.120520E-05   0.106142E-04  -0.120520E-05   0.115124E-07
   706   0.188692E+04  -0.108092E+03   0.106489E-04  -0.108092E+03   0.376263E+02  -0.120260E-05   0.106489E-04  -0.120260E-05   0.114874E-07
   707   0.189287E+04  -0.109473E+03   0.106830E-04  -0.109473E+03   0.375154E+02  -0.119988E-05   0.106830E-04  -0.119988E-05   0.114626E-07
   708   0.189896E+04  -0.110832E+03   0.107166E-04  -0.110832E+03   0.373987E+02  -0.119702E-05   0.107166E-04  -0.119702E-05   0.114379E-07
   709   0.190519E+04  -0.112164E+03   0.107495E-04  -0.112164E+03   0.372763E+02  -0.119404E-05   0.107495E-04  -0.119404E-05   0.114133E-07
   710   0.191156E+04  -0.113473E+03   0.107819E-04  -0.113473E+03   0.371483E+02  -0.119094E-05   0.107819E-04  -0.119094E-05   0.113887E-07
   711   0.191806E+04  -0.114756E+03   0.108136E-04  -0.114756E+03   0.370147E+02  -0.118771E-05   0.108136E-04  -0.118771E-05   0.113642E-07
   712   0.192471E+04  -0.116012E+03   0.108447E-04  -0.116012E+03   0.368757E+02  -0.118435E-05   0.108447E-04  -0.118435E-05   0.113398E-07
   713   0.193147E+04  -0.117242E+03   0.108753E-04  -0.117242E+03   0.367311E+02  -0.118088E-05   0.108753E-04  -0.118088E-05   0.113155E-07
   714   0.193836E+04  -0.118444E+03   0.109052E-04  -0.118444E+03   0.365812E+02  -0.117728E-05   0.109052E-04  -0.117728E-05   0.112913E-07
   715   0.194538E+04  -0.119618E+03   0.109345E-04  -0.119618E+03   0.364259E+02  -0.117356E-05   0.109345E-04  -0.117356E-05   0.112672E-07
   716   0.195250E+04  -0.120765E+03   0.109632E-04  -0.120765E+03   0.362653E+02  -0.116973E-05   0.109632E-04  -0.116973E-05   0.112431E-07
   717   0.195974E+04  -0.121881E+03   0.109913E-04  -0.121881E+03   0.360994E+02  -0.116577E-05   0.109913E-04  -0.116577E-05   0.112191E-07
   718   0.196709E+04  -0.122968E+03   0.110188E-04  -0.122968E+03   0.359284E+02  -0.116170E-05   0.110188E-04  -0.116170E-05   0.111952E-07
   719   0.197455E+04  -0.124025E+03   0.110456E-04  -0.124025E+03   0.357522E+02  -0.115751E-05   0.110456E-04  -0.115751E-05   0.111714E-07
   720   0.198211E+04  -0.125052E+03   0.110719E-04  -0.125052E+03   0.355710E+02  -0.115320E-05   0.110719E-04  -0.115320E-05   0.111477E-07
   721   0.198976E+04  -0.126047E+03   0.110975E-04  -0.126047E+03   0.353850E+02  -0.114878E-05   0.110975E-04  -0.114878E-05   0.111240E-07
   722   0.199752E+04  -0.127012E+03   0.111224E-04  -0.127012E+03   0.351942E+02  -0.114424E-05   0.111224E-04  -0.114424E-05   0.111005E-07
   723   0.200536E+04  -0.127945E+03   0.111468E-04  -0.127945E+03   0.349987E+02  -0.113959E-05   0.111468E-04  -0.113959E-05   0.110770E-07
   724   0.201330E+04  -0.128846E+03   0.111705E-04  -0.128846E+03   0.347987E+02  -0.113483E-05   0.111705E-04  -0.113483E-05   0.110536E-07
   725   0.202133E+04  -0.129714E+03   0.111936E-04  -0.129714E+03   0.345943E+02  -0.112996E-05   0.111936E-04  -0.112996E-05   0.110302E-07
   726   0.202944E+04  -0.130551E+03   0.112161E-04  -0.130551E+03   0.343855E+02  -0.112497E-05   0.112161E-04  -0.112497E-05   0.110070E-07
   727   0.203763E+04  -0.131354E+03   0.112379E-04  -0.131354E+03   0.341724E+02  -0.111988E-05   0.112379E-04  -0.111988E-05   0.109838E-07
   728   0.204590E+04  -0.132125E+03   0.112590E-04  -0.132125E+03   0.339551E+02  -0.111468E-05   0.112590E-04  -0.111468E-05   0.109607E-07
   729   0.205424E+04  -0.132860E+03   0.112796E-04  -0.132860E+03   0.337338E+02  -0.110937E-05   0.112796E-04  -0.110937E-05   0.109377E-07
   730   0.206264E+04  -0.133562E+03   0.112995E-04  -0.133562E+03   0.335084E+02  -0.110395E-05   0.112995E-04  -0.110395E-05   0.109147E-07
   731   0.207112E+04  -0.134230E+03   0.113187E-04  -0.134230E+03   0.332792E+02  -0.109842E-05   0.113187E-04  -0.109842E-05   0.108919E-07
   732   0.207964E+04  -0.134862E+03   0.113373E-04  -0.134862E+03   0.330461E+02  -0.109279E-05   0.113373E-04  -0.109279E-05   0.108691E-07
   733   0.208823E+04  -0.135460E+03   0.113552E-04  -0.135460E+03   0.328093E+02  -0.108706E-05   0.113552E-04  -0.108706E-05   0.108464E-07
   734   0.209687E+04  -0.136021E+03   0.113725E-04  -0.136021E+03   0.325688E+02  -0.108122E-05   0.113725E-04  -0.108122E-05   0.108237E-07
   735   0.210554E+04  -0.136547E+03   0.113892E-04  -0.136547E+03   0.323250E+02  -0.107528E-05   0.113892E-04  -0.107528E-05   0.108012E-07
   736   0.211427E+04  -0.137036E+03   0.114051E-04  -0.137036E+03   0.320777E+02  -0.106924E-05   0.114051E-04  -0.106924E-05   0.107787E-07
   737   0.212303E+04  -0.137490E+03   0.114204E-04  -0.137490E+03   0.318272E+02  -0.106310E-05   0.114204E-04  -0.106310E-05   0.107563E-07
   738   0.213182E+04  -0.137907E+03   0.114351E-04  -0.137907E+03   0.315735E+02  -0.105685E-05   0.114351E-04  -0.105685E-05   0.107339E-07
   739   0.214064E+04  -0.138286E+03   0.114491E-04  -0.138286E+03   0.313167E+02  -0.105051E-05   0.114491E-04  -0.105051E-05   0.107117E-07
   740   0.214949E+04  -0.138628E+03   0.114624E-04  -0.138628E+03   0.310571E+02  -0.104407E-05   0.114624E-04  -0.104407E-05   0.106895E-07
   741   0.215835E+04  -0.138933E+03   0.114750E-04  -0.138933E+03   0.307947E+02  -0.103754E-05   0.114750E-04  -0.103754E-05   0.106673E-07
   742   0.216723E+04  -0.139202E+03   0.114870E-04  -0.139202E+03   0.305296E+02  -0.103090E-05   0.114870E-04  -0.103090E-05   0.106453E-07
   743   0.217612E+04  -0.139432E+03   0.114983E-04  -0.139432E+03   0.302620E+02  -0.102417E-05   0.114983E-04  -0.102417E-05   0.106233E-07
   744   0.218501E+04  -0.139625E+03   0.115089E-04  -0.139625E+03   0.299921E+02  -0.101735E-05   0.115089E-04  -0.101735E-05   0.106014E-07
   745   0.219390E+04  -0.139779E+03   0.115189E-04  -0.139779E+03   0.297199E+02  -0.101043E-05   0.115189E-04  -0.101043E-05   0.105796E-07
   746   0.220279E+04  -0.139897E+03   0.115281E-04  -0.139897E+03   0.294455E+02  -0.100342E-05   0.115281E-04  -0.100342E-05   0.105578E-07
   747   0.221166E+04  -0.139975E+03   0.115367E-04  -0.139975E+03   0.291692E+02  -0.996317E-06   0.115367E-04  -0.996317E-06   0.105361E-07
   748   0.222053E+04  -0.140016E+03   0.115446E-04  -0.140016E+03   0.288909E+02  -0.989124E-06   0.115446E-04  -0.989124E-06   0.105145E-07
   749   0.222938E+04  -0.140019E+03   0.115518E-04  -0.140019E+03   0.286108E+02  -0.981840E-06   0.115518E-04  -0.981840E-06   0.104930E-07
   750   0.223820E+04  -0.139985E+03   0.115583E-04  -0.139985E+03   0.283291E+02  -0.974467E-06   0.115583E-04  -0.974467E-06   0.104715E-07
   751   0.224700E+04  -0.139911E+03   0.115642E-04  -0.139911E+03   0.280458E+02  -0.967006E-06   0.115642E-04  -0.967006E-06   0.104501E-07
   752   0.225576E+04  -0.139799E+03   0.115693E-04  -0.139799E+03   0.277612E+02  -0.959458E-06   0.115693E-04  -0.959458E-06   0.104287E-07
   753   0.226449E+04  -0.139650E+03   0.115738E-04  -0.139650E+03   0.274751E+02  -0.951825E-06   0.115738E-04  -0.951825E-06   0.104074E-07
   754   0.227318E+04  -0.139462E+03   0.115775E-04  -0.139462E+03   0.271879E+02  -0.944109E-06   0.115775E-04  -0.944109E-06   0.103862E-07
   755   0.228183E+04  -0.139236E+03   0.115806E-04  -0.139236E+03   0.268998E+02  -0.936311E-06   0.115806E-04  -0.936311E-06   0.103651E-07
   756   0.229042E+04  -0.138972E+03   0.115830E-04  -0.138972E+03   0.266107E+02  -0.928432E-06   0.115830E-04  -0.928432E-06   0.103440E-07
   757   0.229898E+04  -0.138671E+03   0.115847E-04  -0.138671E+03   0.263210E+02  -0.920475E-06   0.115847E-04  -0.920475E-06   0.103230E-07
   758   0.230749E+04  -0.138333E+03   0.115858E-04  -0.138333E+03   0.260306E+02  -0.912440E-06   0.115858E-04  -0.912440E-06   0.103021E-07
   759   0.231594E+04  -0.137957E+03   0.115862E-04  -0.137957E+03   0.257398E+02  -0.904330E-06   0.115862E-04  -0.904330E-06   0.102812E-07
   760   0.232434E+04  -0.137544E+03   0.115859E-04  -0.137544E+03   0.254487E+02  -0.896147E-06   0.115859E-04  -0.896147E-06   0.102604E-07
   761   0.233268E+04  -0.137094E+03   0.115850E-04  -0.137094E+03   0.251575E+02  -0.887891E-06   0.115850E-04  -0.887891E-06   0.102397E-07
   762   0.234095E+04  -0.136607E+03   0.115834E-04  -0.136607E+03   0.248662E+02  -0.879564E-06   0.115834E-04  -0.879564E-06   0.102190E-07
   763   0.234915E+04  -0.136083E+03   0.115812E-04  -0.136083E+03   0.245750E+02  -0.871169E-06   0.115812E-04  -0.871169E-06   0.101984E-07
   764   0.235727E+04  -0.135521E+03   0.115783E-04  -0.135521E+03   0.242839E+02  -0.862706E-06   0.115783E-04  -0.862706E-06   0.101778E-07
   765   0.236531E+04  -0.134924E+03   0.115747E-04  -0.134924E+03   0.239932E+02  -0.854177E-06   0.115747E-04  -0.854177E-06   0.101574E-07
   766   0.237327E+04  -0.134288E+03   0.115705E-04  -0.134288E+03   0.237030E+02  -0.845585E-06   0.115705E-04  -0.845585E-06   0.101369E-07
   767   0.238113E+04  -0.133616E+03   0.115657E-04  -0.133616E+03   0.234132E+02  -0.836929E-06   0.115657E-04  -0.836929E-06   0.101166E-07
   768   0.238890E+04  -0.132907E+03   0.115602E-04  -0.132907E+03   0.231241E+02  -0.828213E-06   0.115602E-04  -0.828213E-06   0.100963E-07
   769   0.239656E+04  -0.132162E+03   0.115541E-04  -0.132162E+03   0.228359E+02  -0.819437E-06   0.115541E-04  -0.819437E-06   0.100761E-07
   770   0.240412E+04  -0.131381E+03   0.115474E-04  -0.131381E+03   0.225487E+02  -0.810604E-06   0.115474E-04  -0.810604E-06   0.100559E-07
   771   0.241158E+04  -0.130564E+03   0.115400E-04  -0.130564E+03   0.222626E+02  -0.801714E-06   0.115400E-04  -0.801714E-06   0.100358E-07
   772   0.241891E+04  -0.129712E+03   0.115320E-04  -0.129712E+03   0.219778E+02  -0.792770E-06   0.115320E-04  -0.792770E-06   0.100158E-07
   773   0.242613E+04  -0.128826E+03   0.115234E-04  -0.128826E+03   0.216945E+02  -0.783774E-06   0.115234E-04  -0.783774E-06   0.999583E-08
   774   0.243323E+04  -0.127906E+03   0.115142E-04  -0.127906E+03   0.214127E+02  -0.774725E-06   0.115142E-04  -0.774725E-06   0.997592E-08
   775   0.244019E+04  -0.126951E+03   0.115043E-04  -0.126951E+03   0.211326E+02  -0.765628E-06   0.115043E-04  -0.765628E-06   0.995607E-08
   776   0.244704E+04  -0.125964E+03   0.114939E-04  -0.125964E+03   0.208544E+02  -0.756482E-06   0.114939E-04  -0.756482E-06   0.993629E-08
   777   0.245377E+04  -0.124943E+03   0.114828E-04  -0.124943E+03   0.205781E+02  -0.747290E-06   0.114828E-04  -0.747290E-06   0.991657E-08
   778   0.246036E+04  -0.123890E+03   0.114711E-04  -0.123890E+03   0.203038E+02  -0.738053E-06   0.114711E-04  -0.738053E-06   0.989690E-08
   779   0.246684E+04  -0.122805E+03   0.114588E-04  -0.122805E+03   0.200318E+02  -0.728772E-06   0.114588E-04  -0.728772E-06   0.987730E-08
   780   0.247317E+04  -0.121689E+03   0.114459E-04  -0.121689E+03   0.197621E+02  -0.719451E-06   0.114459E-04  -0.719451E-06   0.985776E-08
   781   0.247938E+04  -0.120542E+03   0.114324E-04  -0.120542E+03   0.194948E+02  -0.710089E-06   0.114324E-04  -0.710089E-06   0.983828E-08
   782   0.248545E+04  -0.119364E+03   0.114183E-04  -0.119364E+03   0.192300E+02  -0.700689E-06   0.114183E-04  -0.700689E-06   0.981886E-08
   783   0.249139E+04  -0.118155E+03   0.114037E-04  -0.118155E+03   0.189679E+02  -0.691252E-06   0.114037E-04  -0.691252E-06   0.979950E-08
   784   0.249717E+04  -0.116917E+03   0.113884E-04  -0.116917E+03   0.187085E+02  -0.681780E-06   0.113884E-04  -0.681780E-06   0.978019E-08
   785   0.250281E+04  -0.115648E+03   0.113726E-04  -0.115648E+03   0.184520E+02  -0.672274E-06   0.113726E-04  -0.672274E-06   0.976095E-08
   786   0.250828E+04  -0.114349E+03   0.113561E-04  -0.114349E+03   0.181984E+02  -0.662736E-06   0.113561E-04  -0.662736E-06   0.974177E-08
   787   0.251360E+04  -0.113020E+03   0.113391E-04  -0.113020E+03   0.179479E+02  -0.653169E-06   0.113391E-04  -0.653169E-06   0.972264E-08
   788   0.251875E+04  -0.111661E+03   0.113215E-04  -0.111661E+03   0.177005E+02  -0.643572E-06   0.113215E-04  -0.643572E-06   0.970357E-08
   789   0.252373E+04  -0.110274E+03   0.113034E-04  -0.110274E+03   0.174565E+02  -0.633948E-06   0.113034E-04  -0.633948E-06   0.968456E-08
   790   0.252854E+04  -0.108858E+03   0.112847E-04  -0.108858E+03   0.172159E+02  -0.624299E-06   0.112847E-04  -0.624299E-06   0.966561E-08
   791   0.253317E+04  -0.107416E+03   0.112654E-04  -0.107416E+03   0.169790E+02  -0.614626E-06   0.112654E-04  -0.614626E-06   0.964672E-08
   792   0.253764E+04  -0.105947E+03   0.112455E-04  -0.105947E+03   0.167459E+02  -0.604931E-06   0.112455E-04  -0.604931E-06   0.962788E-08
   793   0.254192E+04  -0.104453E+03   0.112251E-04  -0.104453E+03   0.165166E+02  -0.595215E-06   0.112251E-04  -0.595215E-06   0.960909E-08
   794   0.254602E+04  -0.102934E+03   0.112041E-04  -0.102934E+03   0.162914E+02  -0.585480E-06   0.112041E-04  -0.585480E-06   0.959037E-08
   795   0.254994E+04  -0.101392E+03   0.111826E-04  -0.101392E+03   0.160705E+02  -0.575728E-06   0.111826E-04  -0.575728E-06   0.957170E-08
   796   0.255368E+04  -0.998269E+02   0.111605E-04  -0.998269E+02   0.158537E+02  -0.565960E-06   0.111605E-04  -0.565960E-06   0.955309E-08
   797   0.255724E+04  -0.982390E+02   0.111379E-04  -0.982390E+02   0.156413E+02  -0.556178E-06   0.111379E-04  -0.556178E-06   0.953453E-08
   798   0.256062E+04  -0.966289E+02   0.111147E-04  -0.966289E+02   0.154332E+02  -0.546383E-06   0.111147E-04  -0.546383E-06   0.951603E-08
   799   0.256381E+04  -0.949972E+02   0.110910E-04  -0.949972E+02   0.152296E+02  -0.536577E-06   0.110910E-04  -0.536577E-06   0.949758E-08
   800   0.256682E+04  -0.933432E+02   0.110668E-04  -0.933432E+02   0.150306E+02  -0.526762E-06   0.110668E-04  -0.526762E-06   0.947918E-08
   801   0.256965E+04  -0.916691E+02   0.110420E-04  -0.916691E+02   0.148361E+02  -0.516939E-06   0.110420E-04  -0.516939E-06   0.946085E-08
   802   0.257229E+04  -0.899742E+02   0.110167E-04  -0.899742E+02   0.146460E+02  -0.507109E-06   0.110167E-04  -0.507109E-06   0.944256E-08
   803   0.257474E+04  -0.882593E+02   0.109908E-04  -0.882593E+02   0.144609E+02  -0.497272E-06   0.109908E-04  -0.497272E-06   0.942433E-08
   804   0.257701E+04  -0.865257E+02   0.109645E-04  -0.865257E+02   0.142805E+02  -0.487429E-06   0.109645E-04  -0.487429E-06   0.940615E-08
   805   0.257907E+04  -0.847728E+02   0.109376E-04  -0.847728E+02   0.141051E+02  -0.477580E-06   0.109376E-04  -0.477580E-06   0.938803E-08
   806   0.258093E+04  -0.830029E+02   0.109103E-04  -0.830029E+02   0.139348E+02  -0.467726E-06   0.109103E-04  -0.467726E-06   0.936996E-08
   807   0.258258E+04  -0.812143E+02   0.108824E-04  -0.812143E+02   0.137696E+02  -0.457868E-06   0.108824E-04  -0.457868E-06   0.935194E-08
   808   0.258402E+04  -0.794101E+02   0.108541E-04  -0.794101E+02   0.136099E+02  -0.448005E-06   0.108541E-04  -0.448005E-06   0.933398E-08
   809   0.258524E+04  -0.775896E+02   0.108253E-04  -0.775896E+02   0.134555E+02  -0.438139E-06   0.108253E-04  -0.438139E-06   0.931606E-08
   810   0.258625E+04  -0.757534E+02   0.107960E-04  -0.757534E+02   0.133067E+02  -0.428269E-06   0.107960E-04  -0.428269E-06   0.929820E-08
   811   0.258704E+04  -0.739033E+02   0.107662E-04  -0.739033E+02   0.131634E+02  -0.418398E-06   0.107662E-04  -0.418398E-06   0.928040E-08
   812   0.258763E+04  -0.720398E+02   0.107360E-04  -0.720398E+02   0.130256E+02  -0.408524E-06   0.107360E-04  -0.408524E-06   0.926264E-08
   813   0.258802E+04  -0.701640E+02   0.107053E-04  -0.701640E+02   0.128934E+02  -0.398648E-06   0.107053E-04  -0.398648E-06   0.924494E-08
   814   0.258820E+04  -0.682768E+02   0.106741E-04  -0.682768E+02   0.127670E+02  -0.388772E-06   0.106741E-04  -0.388772E-06   0.922729E-08
   815   0.258819E+04  -0.663790E+02   0.106425E-04  -0.663790E+02   0.126461E+02  -0.378895E-06   0.106425E-04  -0.378895E-06   0.920969E-08
   816   0.258798E+04  -0.644715E+02   0.106105E-04  -0.644715E+02   0.125310E+02  -0.369019E-06   0.106105E-04  -0.369019E-06   0.919214E-08
   817   0.258758E+04  -0.625549E+02   0.105781E-04  -0.625549E+02   0.124218E+02  -0.359142E-06   0.105781E-04  -0.359142E-06   0.917464E-08
   818   0.258697E+04  -0.606293E+02   0.105452E-04  -0.606293E+02   0.123184E+02  -0.349267E-06   0.105452E-04  -0.349267E-06   0.915719E-08
