#    L    TT             EE             TE             PP             TP          
   321   0.337118E+04   0.129414E+02   0.118613E+03   0.159246E+07   0.888168E+03
   322   0.333795E+04   0.131294E+02   0.118158E+03   0.158666E+07   0.879863E+03
   323   0.330488E+04   0.133172E+02   0.117665E+03   0.158088E+07   0.871622E+03
   324   0.327195E+04   0.135046E+02   0.117135E+03   0.157514E+07   0.863444E+03
   325   0.323920E+04   0.136916E+02   0.116567E+03   0.156943E+07   0.855330E+03
   326   0.320661E+04   0.138782E+02   0.115961E+03   0.156375E+07   0.847281E+03
   327   0.317421E+04   0.140642E+02   0.115318E+03   0.155810E+07   0.839295E+03
   328   0.314201E+04   0.142495E+02   0.114638E+03   0.155249E+07   0.831374E+03
   329   0.311000E+04   0.144342E+02   0.113922E+03   0.154690E+07   0.823518E+03
   330   0.307821E+04   0.146180E+02   0.113169E+03   0.154134E+07   0.815727E+03
   331   0.304664E+04   0.148010E+02   0.112380E+03   0.153582E+07   0.808001E+03
   332   0.301530E+04   0.149832E+02   0.111554E+03   0.153032E+07   0.800340E+03
   333   0.298418E+04   0.151643E+02   0.110693E+03   0.152485E+07   0.792744E+03
   334   0.295331E+04   0.153443E+02   0.109797E+03   0.151941E+07   0.785214E+03
   335   0.292271E+04   0.155232E+02   0.108866E+03   0.151400E+07   0.777750E+03
   336   0.289236E+04   0.157009E+02   0.107899E+03   0.150862E+07   0.770352E+03
   337   0.286227E+04   0.158773E+02   0.106900E+03   0.150327E+07   0.763020E+03
   338   0.283247E+04   0.160524E+02   0.105866E+03   0.149795E+07   0.755755E+03
   339   0.280295E+04   0.162261E+02   0.104799E+03   0.149265E+07   0.748556E+03
   340   0.277373E+04   0.163984E+02   0.103700E+03   0.148738E+07   0.741424E+03
   341   0.274481E+04   0.165690E+02   0.102567E+03   0.148214E+07   0.734358E+03
   342   0.271619E+04   0.167381E+02   0.101403E+03   0.147692E+07   0.727360E+03
   343   0.268788E+04   0.169054E+02   0.100207E+03   0.147173E+07   0.720430E+03
   344   0.265988E+04   0.170708E+02   0.989785E+02   0.146657E+07   0.713566E+03
   345   0.263220E+04   0.172344E+02   0.977193E+02   0.146144E+07   0.706771E+03
   346   0.260485E+04   0.173960E+02   0.964287E+02   0.145633E+07   0.700043E+03
   347   0.257783E+04   0.175556E+02   0.951077E+02   0.145124E+07   0.693384E+03
   348   0.255114E+04   0.177130E+02   0.937562E+02   0.144619E+07   0.686792E+03
   349   0.252480E+04   0.178683E+02   0.923764E+02   0.144115E+07   0.680269E+03
   350   0.249880E+04   0.180213E+02   0.909676E+02   0.143614E+07   0.673815E+03
   351   0.247317E+04   0.181722E+02   0.895312E+02   0.143116E+07   0.667429E+03
   352   0.244792E+04   0.183207E+02   0.880680E+02   0.142620E+07   0.661111E+03
   353   0.242303E+04   0.184669E+02   0.865781E+02   0.142127E+07   0.654858E+03
   354   0.239852E+04   0.186107E+02   0.850636E+02   0.141635E+07   0.648668E+03
   355   0.237440E+04   0.187519E+02   0.835238E+02   0.141147E+07   0.642540E+03
   356   0.235067E+04   0.188907E+02   0.819595E+02   0.140661E+07   0.636473E+03
   357   0.232734E+04   0.190268E+02   0.803713E+02   0.140177E+07   0.630464E+03
   358   0.230440E+04   0.191603E+02   0.787601E+02   0.139695E+07   0.624512E+03
   359   0.228187E+04   0.192910E+02   0.771258E+02   0.139216E+07   0.618615E+03
   360   0.225973E+04   0.194188E+02   0.754699E+02   0.138739E+07   0.612771E+03
   361   0.223801E+04   0.195438E+02   0.737914E+02   0.138265E+07   0.606979E+03
   362   0.221669E+04   0.196657E+02   0.720922E+02   0.137792E+07   0.601236E+03
   363   0.219579E+04   0.197847E+02   0.703728E+02   0.137322E+07   0.595542E+03
   364   0.217531E+04   0.199006E+02   0.686339E+02   0.136855E+07   0.589894E+03
   365   0.215525E+04   0.200133E+02   0.668763E+02   0.136389E+07   0.584291E+03
   366   0.213562E+04   0.201229E+02   0.651009E+02   0.135926E+07   0.578731E+03
   367   0.211642E+04   0.202293E+02   0.633083E+02   0.135465E+07   0.573212E+03
   368   0.209765E+04   0.203324E+02   0.614994E+02   0.135007E+07   0.567733E+03
   369   0.207931E+04   0.204322E+02   0.596750E+02   0.134550E+07   0.562291E+03
   370   0.206141E+04   0.205286E+02   0.578357E+02   0.134096E+07   0.556886E+03
   371   0.204395E+04   0.206217E+02   0.559825E+02   0.133644E+07   0.551515E+03
   372   0.202693E+04   0.207112E+02   0.541159E+02   0.133194E+07   0.546176E+03
   373   0.201035E+04   0.207973E+02   0.522368E+02   0.132746E+07   0.540869E+03
   374   0.199421E+04   0.208800E+02   0.503461E+02   0.132300E+07   0.535590E+03
   375   0.197852E+04   0.209590E+02   0.484443E+02   0.131857E+07   0.530339E+03
   376   0.196327E+04   0.210345E+02   0.465323E+02   0.131415E+07   0.525114E+03
   377   0.194847E+04   0.211063E+02   0.446108E+02   0.130976E+07   0.519913E+03
   378   0.193411E+04   0.211743E+02   0.426806E+02   0.130538E+07   0.514734E+03
   379   0.192020E+04   0.212386E+02   0.407424E+02   0.130103E+07   0.509576E+03
   380   0.190675E+04   0.212991E+02   0.387970E+02   0.129670E+07   0.504437E+03
   381   0.189374E+04   0.213559E+02   0.368450E+02   0.129239E+07   0.499314E+03
   382   0.188119E+04   0.214086E+02   0.348874E+02   0.128810E+07   0.494207E+03
   383   0.186908E+04   0.214575E+02   0.329248E+02   0.128383E+07   0.489114E+03
   384   0.185743E+04   0.215025E+02   0.309583E+02   0.127957E+07   0.484033E+03
   385   0.184622E+04   0.215435E+02   0.289885E+02   0.127534E+07   0.478962E+03
   386   0.183546E+04   0.215807E+02   0.270164E+02   0.127113E+07   0.473899E+03
   387   0.182516E+04   0.216140E+02   0.250428E+02   0.126694E+07   0.468843E+03
   388   0.181529E+04   0.216434E+02   0.230686E+02   0.126276E+07   0.463793E+03
   389   0.180587E+04   0.216688E+02   0.210945E+02   0.125861E+07   0.458745E+03
   390   0.179690E+04   0.216904E+02   0.191214E+02   0.125447E+07   0.453699E+03
   391   0.178837E+04   0.217080E+02   0.171501E+02   0.125036E+07   0.448654E+03
   392   0.178027E+04   0.217215E+02   0.151814E+02   0.124626E+07   0.443606E+03
   393   0.177262E+04   0.217312E+02   0.132161E+02   0.124218E+07   0.438555E+03
   394   0.176540E+04   0.217368E+02   0.112549E+02   0.123812E+07   0.433498E+03
   395   0.175861E+04   0.217384E+02   0.929876E+01   0.123408E+07   0.428434E+03
   396   0.175226E+04   0.217360E+02   0.734834E+01   0.123005E+07   0.423362E+03
   397   0.174632E+04   0.217295E+02   0.540448E+01   0.122605E+07   0.418279E+03
   398   0.174082E+04   0.217190E+02   0.346792E+01   0.122206E+07   0.413184E+03
   399   0.173574E+04   0.217044E+02   0.153946E+01   0.121809E+07   0.408075E+03
   400   0.173108E+04   0.216859E+02  -0.380143E+00   0.121414E+07   0.402951E+03
   401   0.172685E+04   0.216633E+02  -0.229011E+01   0.121020E+07   0.397810E+03
   402   0.172303E+04   0.216367E+02  -0.418967E+01   0.120628E+07   0.392653E+03
   403   0.171963E+04   0.216062E+02  -0.607807E+01   0.120238E+07   0.387483E+03
   404   0.171665E+04   0.215717E+02  -0.795451E+01   0.119850E+07   0.382301E+03
   405   0.171407E+04   0.215331E+02  -0.981823E+01   0.119463E+07   0.377110E+03
   406   0.171189E+04   0.214907E+02  -0.116685E+02   0.119078E+07   0.371912E+03
   407   0.171011E+04   0.214443E+02  -0.135045E+02   0.118695E+07   0.366707E+03
   408   0.170872E+04   0.213939E+02  -0.153255E+02   0.118314E+07   0.361499E+03
   409   0.170772E+04   0.213398E+02  -0.171307E+02   0.117934E+07   0.356289E+03
   410   0.170711E+04   0.212818E+02  -0.189193E+02   0.117556E+07   0.351079E+03
   411   0.170686E+04   0.212199E+02  -0.206908E+02   0.117179E+07   0.345871E+03
   412   0.170699E+04   0.211542E+02  -0.224444E+02   0.116804E+07   0.340667E+03
   413   0.170749E+04   0.210848E+02  -0.241795E+02   0.116431E+07   0.335470E+03
   414   0.170836E+04   0.210116E+02  -0.258954E+02   0.116059E+07   0.330280E+03
   415   0.170957E+04   0.209348E+02  -0.275915E+02   0.115690E+07   0.325100E+03
   416   0.171115E+04   0.208543E+02  -0.292673E+02   0.115321E+07   0.319932E+03
   417   0.171308E+04   0.207702E+02  -0.309219E+02   0.114955E+07   0.314777E+03
   418   0.171535E+04   0.206825E+02  -0.325548E+02   0.114590E+07   0.309639E+03
   419   0.171796E+04   0.205913E+02  -0.341652E+02   0.114226E+07   0.304518E+03
   420   0.172090E+04   0.204965E+02  -0.357526E+02   0.113864E+07   0.299416E+03
   421   0.172418E+04   0.203983E+02  -0.373163E+02   0.113504E+07   0.294337E+03
   422   0.172777E+04   0.202967E+02  -0.388555E+02   0.113145E+07   0.289280E+03
   423   0.173170E+04   0.201915E+02  -0.403697E+02   0.112788E+07   0.284249E+03
   424   0.173593E+04   0.200830E+02  -0.418583E+02   0.112433E+07   0.279246E+03
   425   0.174047E+04   0.199711E+02  -0.433206E+02   0.112079E+07   0.274271E+03
   426   0.174531E+04   0.198560E+02  -0.447565E+02   0.111726E+07   0.269328E+03
   427   0.175044E+04   0.197377E+02  -0.461652E+02   0.111376E+07   0.264418E+03
   428   0.175586E+04   0.196164E+02  -0.475466E+02   0.111026E+07   0.259544E+03
   429   0.176155E+04   0.194921E+02  -0.489000E+02   0.110679E+07   0.254706E+03
   430   0.176751E+04   0.193648E+02  -0.502250E+02   0.110332E+07   0.249907E+03
   431   0.177374E+04   0.192347E+02  -0.515213E+02   0.109988E+07   0.245150E+03
   432   0.178022E+04   0.191018E+02  -0.527884E+02   0.109644E+07   0.240435E+03
   433   0.178696E+04   0.189662E+02  -0.540257E+02   0.109303E+07   0.235765E+03
   434   0.179394E+04   0.188280E+02  -0.552329E+02   0.108962E+07   0.231142E+03
   435   0.180116E+04   0.186871E+02  -0.564095E+02   0.108624E+07   0.226568E+03
   436   0.180862E+04   0.185436E+02  -0.575551E+02   0.108287E+07   0.222045E+03
   437   0.181631E+04   0.183977E+02  -0.586691E+02   0.107951E+07   0.217574E+03
   438   0.182422E+04   0.182494E+02  -0.597513E+02   0.107616E+07   0.213158E+03
   439   0.183236E+04   0.180987E+02  -0.608011E+02   0.107284E+07   0.208798E+03
   440   0.184071E+04   0.179457E+02  -0.618183E+02   0.106952E+07   0.204497E+03
   441   0.184925E+04   0.177905E+02  -0.628025E+02   0.106622E+07   0.200256E+03
   442   0.185798E+04   0.176332E+02  -0.637535E+02   0.106294E+07   0.196077E+03
   443   0.186690E+04   0.174739E+02  -0.646708E+02   0.105967E+07   0.191963E+03
   444   0.187599E+04   0.173126E+02  -0.655542E+02   0.105641E+07   0.187915E+03
   445   0.188524E+04   0.171494E+02  -0.664033E+02   0.105317E+07   0.183935E+03
   446   0.189465E+04   0.169845E+02  -0.672180E+02   0.104994E+07   0.180026E+03
   447   0.190421E+04   0.168179E+02  -0.679982E+02   0.104672E+07   0.176188E+03
   448   0.191392E+04   0.166498E+02  -0.687436E+02   0.104352E+07   0.172425E+03
   449   0.192378E+04   0.164802E+02  -0.694542E+02   0.104034E+07   0.168737E+03
   450   0.193376E+04   0.163090E+02  -0.701298E+02   0.103716E+07   0.165128E+03
   451   0.194389E+04   0.161366E+02  -0.707703E+02   0.103401E+07   0.161598E+03
   452   0.195414E+04   0.159630E+02  -0.713755E+02   0.103086E+07   0.158146E+03
   453   0.196451E+04   0.157882E+02  -0.719453E+02   0.102773E+07   0.154773E+03
   454   0.197499E+04   0.156124E+02  -0.724794E+02   0.102461E+07   0.151477E+03
   455   0.198557E+04   0.154357E+02  -0.729776E+02   0.102150E+07   0.148256E+03
   456   0.199623E+04   0.152580E+02  -0.734397E+02   0.101841E+07   0.145110E+03
   457   0.200698E+04   0.150795E+02  -0.738657E+02   0.101533E+07   0.142039E+03
   458   0.201779E+04   0.149004E+02  -0.742551E+02   0.101227E+07   0.139040E+03
   459   0.202866E+04   0.147206E+02  -0.746081E+02   0.100922E+07   0.136113E+03
   460   0.203959E+04   0.145404E+02  -0.749247E+02   0.100618E+07   0.133257E+03
   461   0.205056E+04   0.143597E+02  -0.752042E+02   0.100315E+07   0.130471E+03
   462   0.206159E+04   0.141787E+02  -0.754489E+02   0.100014E+07   0.127754E+03
   463   0.207265E+04   0.139977E+02  -0.756571E+02   0.997137E+06   0.125106E+03
   464   0.208376E+04   0.138165E+02  -0.758298E+02   0.994150E+06   0.122524E+03
   465   0.209490E+04   0.136354E+02  -0.759668E+02   0.991175E+06   0.120008E+03
   466   0.210607E+04   0.134545E+02  -0.760689E+02   0.988214E+06   0.117557E+03
   467   0.211726E+04   0.132739E+02  -0.761353E+02   0.985264E+06   0.115170E+03
   468   0.212846E+04   0.130936E+02  -0.761669E+02   0.982328E+06   0.112847E+03
   469   0.213967E+04   0.129138E+02  -0.761636E+02   0.979404E+06   0.110585E+03
   470   0.215087E+04   0.127345E+02  -0.761254E+02   0.976492E+06   0.108385E+03
   471   0.216205E+04   0.125559E+02  -0.760516E+02   0.973593E+06   0.106244E+03
   472   0.217321E+04   0.123781E+02  -0.759436E+02   0.970706E+06   0.104163E+03
   473   0.218433E+04   0.122011E+02  -0.758000E+02   0.967831E+06   0.102140E+03
   474   0.219541E+04   0.120250E+02  -0.756229E+02   0.964969E+06   0.100174E+03
   475   0.220645E+04   0.118500E+02  -0.754109E+02   0.962119E+06   0.982643E+02
   476   0.221744E+04   0.116762E+02  -0.751648E+02   0.959281E+06   0.964096E+02
   477   0.222837E+04   0.115035E+02  -0.748853E+02   0.956455E+06   0.946091E+02
   478   0.223925E+04   0.113323E+02  -0.745724E+02   0.953640E+06   0.928618E+02
   479   0.225008E+04   0.111626E+02  -0.742270E+02   0.950838E+06   0.911667E+02
   480   0.226084E+04   0.109945E+02  -0.738487E+02   0.948047E+06   0.895229E+02
   481   0.227153E+04   0.108280E+02  -0.734382E+02   0.945269E+06   0.879292E+02
   482   0.228214E+04   0.106633E+02  -0.729957E+02   0.942502E+06   0.863848E+02
   483   0.229266E+04   0.105005E+02  -0.725216E+02   0.939746E+06   0.848886E+02
   484   0.230309E+04   0.103397E+02  -0.720164E+02   0.937002E+06   0.834397E+02
   485   0.231341E+04   0.101810E+02  -0.714802E+02   0.934270E+06   0.820370E+02
   486   0.232362E+04   0.100244E+02  -0.709136E+02   0.931549E+06   0.806797E+02
   487   0.233371E+04   0.987002E+01  -0.703168E+02   0.928839E+06   0.793666E+02
   488   0.234368E+04   0.971812E+01  -0.696904E+02   0.926141E+06   0.780969E+02
   489   0.235353E+04   0.956859E+01  -0.690348E+02   0.923454E+06   0.768694E+02
   490   0.236324E+04   0.942165E+01  -0.683506E+02   0.920778E+06   0.756833E+02
   491   0.237282E+04   0.927740E+01  -0.676383E+02   0.918113E+06   0.745376E+02
   492   0.238227E+04   0.913581E+01  -0.668982E+02   0.915460E+06   0.734312E+02
   493   0.239158E+04   0.899704E+01  -0.661311E+02   0.912817E+06   0.723631E+02
   494   0.240076E+04   0.886124E+01  -0.653373E+02   0.910185E+06   0.713325E+02
   495   0.240978E+04   0.872849E+01  -0.645174E+02   0.907564E+06   0.703382E+02
   496   0.241865E+04   0.859878E+01  -0.636719E+02   0.904954E+06   0.693793E+02
   497   0.242736E+04   0.847226E+01  -0.628013E+02   0.902355E+06   0.684549E+02
   498   0.243591E+04   0.834901E+01  -0.619063E+02   0.899766E+06   0.675639E+02
   499   0.244429E+04   0.822910E+01  -0.609873E+02   0.897188E+06   0.667053E+02
   500   0.245248E+04   0.811268E+01  -0.600449E+02   0.894620E+06   0.658781E+02
   501   0.246050E+04   0.799975E+01  -0.590796E+02   0.892063E+06   0.650816E+02
   502   0.246832E+04   0.789045E+01  -0.580921E+02   0.889517E+06   0.643152E+02
   503   0.247595E+04   0.778479E+01  -0.570830E+02   0.886980E+06   0.635786E+02
   504   0.248339E+04   0.768300E+01  -0.560532E+02   0.884454E+06   0.628716E+02
   505   0.249065E+04   0.758498E+01  -0.550032E+02   0.881939E+06   0.621939E+02
   506   0.249770E+04   0.749091E+01  -0.539337E+02   0.879433E+06   0.615450E+02
   507   0.250456E+04   0.740086E+01  -0.528454E+02   0.876938E+06   0.609248E+02
   508   0.251122E+04   0.731490E+01  -0.517391E+02   0.874453E+06   0.603329E+02
   509   0.251767E+04   0.723311E+01  -0.506153E+02   0.871978E+06   0.597691E+02
   510   0.252392E+04   0.715553E+01  -0.494749E+02   0.869514E+06   0.592329E+02
   511   0.252997E+04   0.708225E+01  -0.483184E+02   0.867059E+06   0.587242E+02
   512   0.253581E+04   0.701330E+01  -0.471466E+02   0.864614E+06   0.582425E+02
   513   0.254143E+04   0.694877E+01  -0.459602E+02   0.862180E+06   0.577876E+02
   514   0.254684E+04   0.688872E+01  -0.447599E+02   0.859755E+06   0.573593E+02
   515   0.255204E+04   0.683320E+01  -0.435463E+02   0.857340E+06   0.569571E+02
   516   0.255701E+04   0.678228E+01  -0.423203E+02   0.854935E+06   0.565807E+02
   517   0.256177E+04   0.673600E+01  -0.410825E+02   0.852540E+06   0.562300E+02
   518   0.256629E+04   0.669442E+01  -0.398336E+02   0.850155E+06   0.559045E+02
   519   0.257060E+04   0.665760E+01  -0.385745E+02   0.847779E+06   0.556040E+02
   520   0.257466E+04   0.662558E+01  -0.373058E+02   0.845413E+06   0.553281E+02
   521   0.257849E+04   0.659842E+01  -0.360284E+02   0.843057E+06   0.550765E+02
   522   0.258209E+04   0.657618E+01  -0.347428E+02   0.840710E+06   0.548490E+02
   523   0.258544E+04   0.655888E+01  -0.334498E+02   0.838373E+06   0.546452E+02
   524   0.258856E+04   0.654657E+01  -0.321504E+02   0.836046E+06   0.544649E+02
   525   0.259144E+04   0.653928E+01  -0.308450E+02   0.833728E+06   0.543077E+02
   526   0.259408E+04   0.653704E+01  -0.295345E+02   0.831419E+06   0.541733E+02
   527   0.259649E+04   0.653988E+01  -0.282196E+02   0.829120E+06   0.540614E+02
   528   0.259866E+04   0.654785E+01  -0.269012E+02   0.826830E+06   0.539717E+02
   529   0.260059E+04   0.656096E+01  -0.255798E+02   0.824550E+06   0.539039E+02
   530   0.260229E+04   0.657924E+01  -0.242563E+02   0.822279E+06   0.538577E+02
   531   0.260374E+04   0.660273E+01  -0.229316E+02   0.820017E+06   0.538327E+02
   532   0.260497E+04   0.663143E+01  -0.216064E+02   0.817764E+06   0.538288E+02
   533   0.260596E+04   0.666537E+01  -0.202815E+02   0.815520E+06   0.538455E+02
   534   0.260670E+04   0.670456E+01  -0.189577E+02   0.813286E+06   0.538826E+02
   535   0.260721E+04   0.674905E+01  -0.176359E+02   0.811061E+06   0.539398E+02
   536   0.260748E+04   0.679882E+01  -0.163168E+02   0.808844E+06   0.540167E+02
   537   0.260751E+04   0.685390E+01  -0.150012E+02   0.806637E+06   0.541131E+02
   538   0.260731E+04   0.691430E+01  -0.136898E+02   0.804439E+06   0.542286E+02
   539   0.260688E+04   0.698000E+01  -0.123834E+02   0.802249E+06   0.543629E+02
   540   0.260620E+04   0.705103E+01  -0.110828E+02   0.800069E+06   0.545158E+02
   541   0.260530E+04   0.712738E+01  -0.978865E+01   0.797897E+06   0.546869E+02
   542   0.260417E+04   0.720906E+01  -0.850178E+01   0.795734E+06   0.548759E+02
   543   0.260280E+04   0.729607E+01  -0.722289E+01   0.793580E+06   0.550826E+02
   544   0.260121E+04   0.738840E+01  -0.595270E+01   0.791434E+06   0.553065E+02
   545   0.259939E+04   0.748602E+01  -0.469192E+01   0.789298E+06   0.555475E+02
   546   0.259735E+04   0.758895E+01  -0.344122E+01   0.787170E+06   0.558051E+02
   547   0.259508E+04   0.769715E+01  -0.220132E+01   0.785050E+06   0.560792E+02
   548   0.259259E+04   0.781055E+01  -0.972893E+00   0.782939E+06   0.563693E+02
   549   0.258988E+04   0.792929E+01   0.243350E+00   0.780837E+06   0.566752E+02
   550   0.258694E+04   0.805316E+01   0.144672E+01   0.778743E+06   0.569966E+02
